gift_no,donor_id,amount,gift_date,pledge_no
1640,140,208.33,2015-05-30,205
1641,463,300,2015-05-30,
1642,639,458.33,2015-05-30,227
1643,639,166.67,2015-05-30,228
1644,111,500,2015-06-01,
1645,185,833.33,2015-06-01,210
1646,279,583.33,2015-06-01,216
1647,330,1041.67,2015-06-01,209
1648,995,300,2015-06-01,
1649,186,600,2015-06-02,
1650,209,1041.67,2015-06-03,229
1651,102,1250,2015-06-04,207
1652,580,500,2015-06-04,206
1653,665,291.67,2015-06-04,202
1654,56,291.67,2015-06-05,211
1655,862,83.33,2015-06-05,219
1656,952,1041.67,2015-06-06,221
1657,485,458.33,2015-06-07,213
1658,558,83.33,2015-06-09,203
1659,296,800,2015-06-10,
1660,147,1458.33,2015-06-11,232
1661,326,2083.33,2015-06-12,179
1662,112,2777.78,2015-06-13,167
1663,7,300,2015-06-14,
1664,197,625,2015-06-14,214
1665,996,208.33,2015-06-14,208
1666,157,500,2015-06-15,230
1667,958,100,2015-06-17,
1668,577,125,2015-06-18,223
1669,662,500,2015-06-19,233
1670,343,2083.33,2015-06-20,225
1671,573,833.33,2015-06-20,226
1672,936,2777.78,2015-06-20,164
1673,92,333.33,2015-06-21,220
1674,474,833.33,2015-06-21,231
1675,818,500,2015-06-21,234
1676,655,2083.33,2015-06-22,166
1677,181,375,2015-06-23,204
1678,729,83.33,2015-06-23,218
1679,851,2777.78,2015-06-23,217
1680,378,625,2015-06-25,224
1681,59,166.67,2015-06-27,215
1682,814,1041.67,2015-06-27,196
1683,503,2083.33,2015-06-29,177
1684,140,208.33,2015-06-30,205
1685,639,458.33,2015-06-30,227
1686,639,166.67,2015-06-30,228
1687,185,833.33,2015-07-01,210
1688,279,583.33,2015-07-01,216
1689,330,1041.67,2015-07-01,209
1690,520,1041.67,2015-07-01,235
1691,624,600,2015-07-01,
1692,209,1041.67,2015-07-03,229
1693,272,166.67,2015-07-03,236
1694,102,1250,2015-07-04,207
1695,580,500,2015-07-04,206
1696,665,291.67,2015-07-04,202
1697,56,291.67,2015-07-05,211
1698,862,83.33,2015-07-05,219
1699,952,1041.67,2015-07-06,221
1700,485,458.33,2015-07-07,213
1701,286,1041.67,2015-07-08,237
1702,558,83.33,2015-07-09,203
1703,147,1458.33,2015-07-11,232
1704,636,900,2015-07-11,
1705,794,800,2015-07-11,
1706,326,2083.33,2015-07-12,179
1707,112,2777.78,2015-07-13,167
1708,197,625,2015-07-14,214
1709,823,400,2015-07-14,
1710,996,208.33,2015-07-14,208
1711,42,2777.78,2015-07-15,238
1712,157,500,2015-07-15,230
1713,249,500,2015-07-15,239
1714,577,125,2015-07-18,223
1715,29,833.33,2015-07-19,240
1716,662,500,2015-07-19,233
1717,343,2083.33,2015-07-20,225
1718,573,833.33,2015-07-20,226
1719,936,2777.78,2015-07-20,164
1720,92,333.33,2015-07-21,220
1721,474,833.33,2015-07-21,231
1722,818,500,2015-07-21,234
1723,655,2083.33,2015-07-22,166
1724,980,208.33,2015-07-22,241
1725,181,375,2015-07-23,204
1726,729,83.33,2015-07-23,218
1727,851,2777.78,2015-07-23,217
1728,650,300,2015-07-24,
1729,378,625,2015-07-25,224
1730,59,166.67,2015-07-27,215
1731,574,800,2015-07-27,
1732,814,1041.67,2015-07-27,196
1733,503,2083.33,2015-07-29,177
1734,140,208.33,2015-07-30,205
1735,639,458.33,2015-07-30,227
1736,639,166.67,2015-07-30,228
1737,185,833.33,2015-08-01,210
1738,279,583.33,2015-08-01,216
1739,330,1041.67,2015-08-01,209
1740,520,1041.67,2015-08-01,235
1741,104,83.33,2015-08-02,243
1742,959,2083.33,2015-08-02,242
1743,209,1041.67,2015-08-03,229
1744,272,166.67,2015-08-03,236
1745,102,1250,2015-08-04,207
1746,580,500,2015-08-04,206
1747,56,291.67,2015-08-05,211
1748,298,300,2015-08-05,
1749,862,83.33,2015-08-05,219
1750,230,375,2015-08-06,244
1751,462,250,2015-08-06,245
1752,952,1041.67,2015-08-06,221
1753,485,458.33,2015-08-07,213
1754,286,1041.67,2015-08-08,237
1755,126,100,2015-08-10,
1756,147,1458.33,2015-08-11,232
1757,326,2083.33,2015-08-12,179
1758,112,2777.78,2015-08-13,167
1759,811,250,2015-08-13,247
1760,831,625,2015-08-13,246
1761,197,625,2015-08-14,214
1762,996,208.33,2015-08-14,208
1763,42,2777.78,2015-08-15,238
1764,157,500,2015-08-15,230
1765,249,500,2015-08-15,239
1766,577,125,2015-08-18,223
1767,29,833.33,2015-08-19,240
1768,662,500,2015-08-19,233
1769,343,2083.33,2015-08-20,225
1770,573,833.33,2015-08-20,226
1771,936,2777.78,2015-08-20,164
1772,92,333.33,2015-08-21,220
1773,474,833.33,2015-08-21,231
1774,818,500,2015-08-21,234
1775,655,2083.33,2015-08-22,166
1776,980,208.33,2015-08-22,241
1777,729,83.33,2015-08-23,218
1778,851,2777.78,2015-08-23,217
1779,378,625,2015-08-25,224
1780,59,166.67,2015-08-27,215
1781,814,1041.67,2015-08-27,196
1782,503,2083.33,2015-08-29,177
1783,639,458.33,2015-08-30,227
1784,639,166.67,2015-08-30,228
1785,688,500,2015-08-31,248
1786,185,833.33,2015-09-01,210
1787,279,583.33,2015-09-01,216
1788,330,1041.67,2015-09-01,209
1789,520,1041.67,2015-09-01,235
1790,855,100,2015-09-01,
1791,104,83.33,2015-09-02,243
1792,959,2083.33,2015-09-02,242
1793,209,1041.67,2015-09-03,229
1794,272,166.67,2015-09-03,236
1795,553,400,2015-09-03,
1796,56,291.67,2015-09-05,211
1797,862,83.33,2015-09-05,219
1798,230,375,2015-09-06,244
1799,462,250,2015-09-06,245
1800,952,1041.67,2015-09-06,221
1801,404,100,2015-09-07,
1802,485,458.33,2015-09-07,213
1803,286,1041.67,2015-09-08,237
1804,147,1458.33,2015-09-11,232
1805,326,2083.33,2015-09-12,179
1806,112,2777.78,2015-09-13,167
1807,704,500,2015-09-13,
1808,811,250,2015-09-13,247
1809,831,625,2015-09-13,246
1810,197,625,2015-09-14,214
1811,42,2777.78,2015-09-15,238
1812,157,500,2015-09-15,230
1813,249,500,2015-09-15,239
1814,577,125,2015-09-18,223
1815,781,600,2015-09-18,
1816,29,833.33,2015-09-19,240
1817,662,500,2015-09-19,233
1818,343,2083.33,2015-09-20,225
1819,573,833.33,2015-09-20,226
1820,791,400,2015-09-20,
1821,936,2777.78,2015-09-20,164
1822,92,333.33,2015-09-21,220
1823,474,833.33,2015-09-21,231
1824,818,500,2015-09-21,234
1825,655,2083.33,2015-09-22,166
1826,980,208.33,2015-09-22,241
1827,729,83.33,2015-09-23,218
1828,851,2777.78,2015-09-23,217
1829,378,625,2015-09-25,224
1830,808,83.33,2015-09-25,249
1831,59,166.67,2015-09-27,215
1832,814,1041.67,2015-09-27,196
1833,503,2083.33,2015-09-29,177
1834,639,458.33,2015-09-30,227
1835,639,166.67,2015-09-30,228
1836,688,500,2015-09-30,248
1837,185,833.33,2015-10-01,210
1838,279,583.33,2015-10-01,216
1839,330,1041.67,2015-10-01,209
1840,520,1041.67,2015-10-01,235
1841,100,250,2015-10-02,250
1842,104,83.33,2015-10-02,243
1843,959,2083.33,2015-10-02,242
1844,209,1041.67,2015-10-03,229
1845,272,166.67,2015-10-03,236
1846,369,1458.33,2015-10-03,251
1847,862,83.33,2015-10-05,219
1848,230,375,2015-10-06,244
1849,462,250,2015-10-06,245
1850,952,1041.67,2015-10-06,221
1851,485,458.33,2015-10-07,213
1852,286,1041.67,2015-10-08,237
1853,147,1458.33,2015-10-11,232
1854,326,2083.33,2015-10-12,179
1855,112,2777.78,2015-10-13,167
1856,811,250,2015-10-13,247
1857,831,625,2015-10-13,246
1858,197,625,2015-10-14,214
1859,42,2777.78,2015-10-15,238
1860,157,500,2015-10-15,230
1861,249,500,2015-10-15,239
1862,65,100,2015-10-17,
1863,577,125,2015-10-18,223
1864,29,833.33,2015-10-19,240
1865,662,500,2015-10-19,233
1866,146,100,2015-10-20,
1867,343,2083.33,2015-10-20,225
1868,573,833.33,2015-10-20,226
1869,936,2777.78,2015-10-20,164
1870,92,333.33,2015-10-21,220
1871,474,833.33,2015-10-21,231
1872,818,500,2015-10-21,234
1873,655,2083.33,2015-10-22,166
1874,980,208.33,2015-10-22,241
1875,729,83.33,2015-10-23,218
1876,851,2777.78,2015-10-23,217
1877,378,625,2015-10-25,224
1878,808,83.33,2015-10-25,249
1879,59,166.67,2015-10-27,215
1880,814,1041.67,2015-10-27,196
1881,503,2083.33,2015-10-29,177
1882,639,458.33,2015-10-30,227
1883,639,166.67,2015-10-30,228
1884,688,500,2015-10-31,248
1885,185,833.33,2015-11-01,210
1886,279,583.33,2015-11-01,216
1887,330,1041.67,2015-11-01,209
1888,520,1041.67,2015-11-01,235
1889,100,250,2015-11-02,250
1890,104,83.33,2015-11-02,243
1891,959,2083.33,2015-11-02,242
1892,209,1041.67,2015-11-03,229
1893,272,166.67,2015-11-03,236
1894,369,1458.33,2015-11-03,251
1895,862,83.33,2015-11-05,219
1896,230,375,2015-11-06,244
1897,462,250,2015-11-06,245
1898,952,1041.67,2015-11-06,221
1899,485,458.33,2015-11-07,213
1900,286,1041.67,2015-11-08,237
1901,265,600,2015-11-09,
1902,147,1458.33,2015-11-11,232
1903,326,2083.33,2015-11-12,179
1904,447,500,2015-11-12,
1905,112,2777.78,2015-11-13,167
1906,811,250,2015-11-13,247
1907,831,625,2015-11-13,246
1908,197,625,2015-11-14,214
1909,682,700,2015-11-14,
1910,42,2777.78,2015-11-15,238
1911,157,500,2015-11-15,230
1912,249,500,2015-11-15,239
1913,457,1250,2015-11-16,252
1914,577,125,2015-11-18,223
1915,685,700,2015-11-18,
1916,29,833.33,2015-11-19,240
1917,662,500,2015-11-19,233
1918,920,200,2015-11-19,
1919,343,2083.33,2015-11-20,225
1920,573,833.33,2015-11-20,226
1921,936,2777.78,2015-11-20,164
1922,92,333.33,2015-11-21,220
1923,474,833.33,2015-11-21,231
1924,818,500,2015-11-21,234
1925,302,83.33,2015-11-22,253
1926,655,2083.33,2015-11-22,166
1927,980,208.33,2015-11-22,241
1928,729,83.33,2015-11-23,218
1929,851,2777.78,2015-11-23,217
1930,378,625,2015-11-25,224
1931,808,83.33,2015-11-25,249
1932,59,166.67,2015-11-27,215
1933,814,1041.67,2015-11-27,196
1934,503,2083.33,2015-11-29,177
1935,639,458.33,2015-11-30,227
1936,639,166.67,2015-11-30,228
1937,688,500,2015-11-30,248
1938,813,833.33,2015-11-30,254
1939,185,833.33,2015-12-01,210
1940,279,583.33,2015-12-01,216
1941,330,1041.67,2015-12-01,209
1942,520,1041.67,2015-12-01,235
1943,95,1041.67,2015-12-02,255
1944,100,250,2015-12-02,250
1945,104,83.33,2015-12-02,243
1946,959,2083.33,2015-12-02,242
1947,209,1041.67,2015-12-03,229
1948,272,166.67,2015-12-03,236
1949,369,1458.33,2015-12-03,251
1950,862,83.33,2015-12-05,219
1951,230,375,2015-12-06,244
1952,462,250,2015-12-06,245
1953,487,200,2015-12-06,
1954,952,1041.67,2015-12-06,221
1955,286,1041.67,2015-12-08,237
1956,147,1458.33,2015-12-11,232
1957,170,300,2015-12-11,256
1958,130,300,2015-12-12,
1959,326,2083.33,2015-12-12,179
1960,112,2777.78,2015-12-13,167
1961,811,250,2015-12-13,247
1962,831,625,2015-12-13,246
1963,42,2777.78,2015-12-15,238
1964,157,500,2015-12-15,230
1965,249,500,2015-12-15,239
1966,448,583.33,2015-12-16,257
1967,457,1250,2015-12-16,252
1968,423,500,2015-12-18,258
1969,544,350,2015-12-18,259
1970,577,125,2015-12-18,223
1971,29,833.33,2015-12-19,240
1972,662,500,2015-12-19,233
1973,343,2083.33,2015-12-20,225
1974,573,833.33,2015-12-20,226
1975,936,2777.78,2015-12-20,164
1976,92,333.33,2015-12-21,220
1977,474,833.33,2015-12-21,231
1978,818,500,2015-12-21,234
1979,954,700,2015-12-21,
1980,302,83.33,2015-12-22,253
1981,655,2083.33,2015-12-22,166
1982,980,208.33,2015-12-22,241
1983,729,83.33,2015-12-23,218
1984,851,2777.78,2015-12-23,217
1985,378,625,2015-12-25,224
1986,808,83.33,2015-12-25,249
1987,191,200,2015-12-27,260
1988,814,1041.67,2015-12-27,196
1989,503,2083.33,2015-12-29,177
1990,985,100,2015-12-29,
1991,639,458.33,2015-12-30,227
1992,639,166.67,2015-12-30,228
1993,813,833.33,2015-12-30,254
1994,688,500,2015-12-31,248
1995,185,833.33,2016-01-01,210
1996,330,1041.67,2016-01-01,209
1997,520,1041.67,2016-01-01,235
1998,95,1041.67,2016-01-02,255
1999,100,250,2016-01-02,250
2000,104,83.33,2016-01-02,243
2001,448,833.33,2016-01-02,261
2002,959,2083.33,2016-01-02,242
2003,209,1041.67,2016-01-03,229
2004,272,166.67,2016-01-03,236
2005,369,1458.33,2016-01-03,251
2006,862,83.33,2016-01-05,219
2007,230,375,2016-01-06,244
2008,462,250,2016-01-06,245
2009,952,1041.67,2016-01-06,221
2010,286,1041.67,2016-01-08,237
2011,147,1458.33,2016-01-11,232
2012,326,2083.33,2016-01-12,179
2013,112,2777.78,2016-01-13,167
2014,811,250,2016-01-13,247
2015,831,625,2016-01-13,246
2016,42,2777.78,2016-01-15,238
2017,157,500,2016-01-15,230
2018,195,1041.67,2016-01-15,262
2019,249,500,2016-01-15,239
2020,743,100,2016-01-15,
2021,448,583.33,2016-01-16,257
2022,457,1250,2016-01-16,252
2023,544,350,2016-01-18,259
2024,577,125,2016-01-18,223
2025,29,833.33,2016-01-19,240
2026,662,500,2016-01-19,233
2027,343,2083.33,2016-01-20,225
2028,424,300,2016-01-20,
2029,573,833.33,2016-01-20,226
2030,92,333.33,2016-01-21,220
2031,474,833.33,2016-01-21,231
2032,751,1041.67,2016-01-21,263
2033,818,500,2016-01-21,234
2034,238,400,2016-01-22,
2035,302,83.33,2016-01-22,253
2036,655,2083.33,2016-01-22,166
2037,980,208.33,2016-01-22,241
2038,389,100,2016-01-23,
2039,398,500,2016-01-23,264
2040,851,2777.78,2016-01-23,217
2041,378,625,2016-01-25,224
2042,471,600,2016-01-25,
2043,808,83.33,2016-01-25,249
2044,814,1041.67,2016-01-27,196
2045,124,100,2016-01-29,
2046,503,2083.33,2016-01-29,177
2047,592,416.67,2016-01-29,265
2048,639,458.33,2016-01-30,227
2049,639,166.67,2016-01-30,228
2050,813,833.33,2016-01-30,254
2051,688,500,2016-01-31,248
2052,185,833.33,2016-02-01,210
2053,330,1041.67,2016-02-01,209
2054,520,1041.67,2016-02-01,235
2055,95,1041.67,2016-02-02,255
2056,100,250,2016-02-02,250
2057,104,83.33,2016-02-02,243
2058,448,833.33,2016-02-02,261
2059,959,2083.33,2016-02-02,242
2060,209,1041.67,2016-02-03,229
2061,272,166.67,2016-02-03,236
2062,369,1458.33,2016-02-03,251
2063,230,375,2016-02-06,244
2064,462,250,2016-02-06,245
2065,952,1041.67,2016-02-06,221
2066,426,200,2016-02-07,
2067,286,1041.67,2016-02-08,237
2068,820,83.33,2016-02-08,266
2069,147,1458.33,2016-02-11,232
2070,222,200,2016-02-11,267
2071,326,2083.33,2016-02-12,179
2072,591,900,2016-02-12,
2073,884,2500,2016-02-12,
2074,112,2777.78,2016-02-13,167
2075,744,300,2016-02-13,
2076,811,250,2016-02-13,247
2077,831,625,2016-02-13,246
2078,42,2777.78,2016-02-15,238
2079,157,500,2016-02-15,230
2080,195,1041.67,2016-02-15,262
2081,249,500,2016-02-15,239
2082,448,583.33,2016-02-16,257
2083,457,1250,2016-02-16,252
2084,577,125,2016-02-18,223
2085,29,833.33,2016-02-19,240
2086,662,500,2016-02-19,233
2087,139,833.33,2016-02-20,268
2088,343,2083.33,2016-02-20,225
2089,573,833.33,2016-02-20,226
2090,474,833.33,2016-02-21,231
2091,751,1041.67,2016-02-21,263
2092,818,500,2016-02-21,234
2093,302,83.33,2016-02-22,253
2094,980,208.33,2016-02-22,241
2095,851,2777.78,2016-02-23,217
2096,227,300,2016-02-25,
2097,378,625,2016-02-25,224
2098,808,83.33,2016-02-25,249
2099,49,100,2016-02-26,
2100,814,1041.67,2016-02-27,196
2101,503,2083.33,2016-02-29,177
2102,592,416.67,2016-02-29,265
2103,639,458.33,2016-02-29,227
2104,639,166.67,2016-02-29,228
2105,688,500,2016-02-29,248
2106,813,833.33,2016-02-29,254
2107,917,1000,2016-02-29,
2108,185,833.33,2016-03-01,210
2109,330,1041.67,2016-03-01,209
2110,520,1041.67,2016-03-01,235
2111,95,1041.67,2016-03-02,255
2112,100,250,2016-03-02,250
2113,104,83.33,2016-03-02,243
2114,448,833.33,2016-03-02,261
2115,959,2083.33,2016-03-02,242
2116,209,1041.67,2016-03-03,229
2117,272,166.67,2016-03-03,236
2118,369,1458.33,2016-03-03,251
2119,230,375,2016-03-06,244
2120,462,250,2016-03-06,245
2121,286,1041.67,2016-03-08,237
2122,820,83.33,2016-03-08,266
2123,694,100,2016-03-10,
2124,147,1458.33,2016-03-11,232
2125,159,300,2016-03-11,
2126,22,200,2016-03-12,269
2127,326,2083.33,2016-03-12,179
2128,811,250,2016-03-13,247
2129,831,625,2016-03-13,246
2130,42,2777.78,2016-03-15,238
2131,157,500,2016-03-15,230
2132,195,1041.67,2016-03-15,262
2133,249,500,2016-03-15,239
2134,288,300,2016-03-16,
2135,448,583.33,2016-03-16,257
2136,457,1250,2016-03-16,252
2137,109,200,2016-03-17,
2138,29,833.33,2016-03-19,240
2139,662,500,2016-03-19,233
2140,139,833.33,2016-03-20,268
2141,343,2083.33,2016-03-20,225
2142,573,833.33,2016-03-20,226
2143,474,833.33,2016-03-21,231
2144,751,1041.67,2016-03-21,263
2145,818,500,2016-03-21,234
2146,81,583.33,2016-03-22,270
2147,302,83.33,2016-03-22,253
2148,322,2083.33,2016-03-22,271
2149,980,208.33,2016-03-22,241
2150,851,2777.78,2016-03-23,217
2151,808,83.33,2016-03-25,249
2152,814,1041.67,2016-03-27,196
2153,503,2083.33,2016-03-29,177
2154,592,416.67,2016-03-29,265
2155,206,200,2016-03-30,
2156,639,458.33,2016-03-30,227
2157,639,166.67,2016-03-30,228
2158,813,833.33,2016-03-30,254
2159,688,500,2016-03-31,248
2160,185,833.33,2016-04-01,210
2161,330,1041.67,2016-04-01,209
2162,520,1041.67,2016-04-01,235
2163,95,1041.67,2016-04-02,255
2164,100,250,2016-04-02,250
2165,104,83.33,2016-04-02,243
2166,406,200,2016-04-02,
2167,448,833.33,2016-04-02,261
2168,959,2083.33,2016-04-02,242
2169,209,1041.67,2016-04-03,229
2170,272,166.67,2016-04-03,236
2171,369,1458.33,2016-04-03,251
2172,230,375,2016-04-06,244
2173,462,250,2016-04-06,245
2174,286,1041.67,2016-04-08,237
2175,820,83.33,2016-04-08,266
2176,147,1458.33,2016-04-11,232
2177,326,2083.33,2016-04-12,179
2178,693,100,2016-04-13,
2179,811,250,2016-04-13,247
2180,831,625,2016-04-13,246
2181,42,2777.78,2016-04-15,238
2182,80,300,2016-04-15,272
2183,157,500,2016-04-15,230
2184,195,1041.67,2016-04-15,262
2185,249,500,2016-04-15,239
2186,448,583.33,2016-04-16,257
2187,457,1250,2016-04-16,252
2188,29,833.33,2016-04-19,240
2189,662,500,2016-04-19,233
2190,139,833.33,2016-04-20,268
2191,343,2083.33,2016-04-20,225
2192,474,833.33,2016-04-21,231
2193,751,1041.67,2016-04-21,263
2194,818,500,2016-04-21,234
2195,41,1041.67,2016-04-22,273
2196,81,583.33,2016-04-22,270
2197,302,83.33,2016-04-22,253
2198,322,2083.33,2016-04-22,271
2199,980,208.33,2016-04-22,241
2200,851,2777.78,2016-04-23,217
2201,808,83.33,2016-04-25,249
2202,503,2083.33,2016-04-29,177
2203,592,416.67,2016-04-29,265
2204,688,500,2016-04-30,248
2205,797,100,2016-04-30,
2206,813,833.33,2016-04-30,254
2207,185,833.33,2016-05-01,210
2208,330,1041.67,2016-05-01,209
2209,520,1041.67,2016-05-01,235
2210,789,1458.33,2016-05-01,274
2211,95,1041.67,2016-05-02,255
2212,100,250,2016-05-02,250
2213,104,83.33,2016-05-02,243
2214,448,833.33,2016-05-02,261
2215,618,500,2016-05-02,
2216,959,2083.33,2016-05-02,242
2217,209,1041.67,2016-05-03,229
2218,272,166.67,2016-05-03,236
2219,369,1458.33,2016-05-03,251
2220,230,375,2016-05-06,244
2221,462,250,2016-05-06,245
2222,286,1041.67,2016-05-08,237
2223,429,700,2016-05-08,
2224,820,83.33,2016-05-08,266
2225,147,1458.33,2016-05-11,232
2226,250,250,2016-05-11,275
2227,326,2083.33,2016-05-12,179
2228,811,250,2016-05-13,247
2229,831,625,2016-05-13,246
2230,42,2777.78,2016-05-15,238
2231,80,300,2016-05-15,272
2232,195,1041.67,2016-05-15,262
2233,249,500,2016-05-15,239
2234,448,583.33,2016-05-16,257
2235,457,1250,2016-05-16,252
2236,438,166.67,2016-05-18,276
2237,29,833.33,2016-05-19,240
2238,662,500,2016-05-19,233
2239,139,833.33,2016-05-20,268
2240,343,2083.33,2016-05-20,225
2241,474,833.33,2016-05-21,231
2242,751,1041.67,2016-05-21,263
2243,818,500,2016-05-21,234
2244,41,1041.67,2016-05-22,273
2245,81,583.33,2016-05-22,270
2246,302,83.33,2016-05-22,253
2247,322,2083.33,2016-05-22,271
2248,980,208.33,2016-05-22,241
2249,851,2777.78,2016-05-23,217
2250,642,1041.67,2016-05-25,278
2251,712,450,2016-05-25,277
2252,808,83.33,2016-05-25,249
2253,503,2083.33,2016-05-29,177
2254,592,416.67,2016-05-29,265
2255,736,2500,2016-05-30,
2256,813,833.33,2016-05-30,254
2257,688,500,2016-05-31,248
2258,185,833.33,2016-06-01,210
2259,330,1041.67,2016-06-01,209
2260,520,1041.67,2016-06-01,235
2261,789,1458.33,2016-06-01,274
2262,95,1041.67,2016-06-02,255
2263,100,250,2016-06-02,250
2264,104,83.33,2016-06-02,243
2265,336,458.33,2016-06-02,280
2266,448,833.33,2016-06-02,261
2267,544,375,2016-06-02,279
2268,959,2083.33,2016-06-02,242
2269,209,1041.67,2016-06-03,229
2270,272,166.67,2016-06-03,236
2271,369,1458.33,2016-06-03,251
2272,763,458.33,2016-06-03,281
2273,230,375,2016-06-06,244
2274,462,250,2016-06-06,245
2275,893,100,2016-06-06,
2276,284,300,2016-06-07,
2277,787,600,2016-06-07,
2278,286,1041.67,2016-06-08,237
2279,820,83.33,2016-06-08,266
2280,981,416.67,2016-06-09,282
2281,250,250,2016-06-11,275
2282,162,400,2016-06-12,
2283,326,2083.33,2016-06-12,179
2284,811,250,2016-06-13,247
2285,831,625,2016-06-13,246
2286,42,2777.78,2016-06-15,238
2287,195,1041.67,2016-06-15,262
2288,249,500,2016-06-15,239
2289,187,375,2016-06-16,283
2290,448,583.33,2016-06-16,257
2291,457,1250,2016-06-16,252
2292,438,166.67,2016-06-18,276
2293,29,833.33,2016-06-19,240
2294,139,833.33,2016-06-20,268
2295,343,2083.33,2016-06-20,225
2296,474,833.33,2016-06-21,231
2297,751,1041.67,2016-06-21,263
2298,941,600,2016-06-21,
2299,41,1041.67,2016-06-22,273
2300,81,583.33,2016-06-22,270
2301,302,83.33,2016-06-22,253
2302,322,2083.33,2016-06-22,271
2303,980,208.33,2016-06-22,241
2304,851,2777.78,2016-06-23,217
2305,642,1041.67,2016-06-25,278
2306,712,450,2016-06-25,277
2307,808,83.33,2016-06-25,249
2308,845,2083.33,2016-06-27,284
2309,503,2083.33,2016-06-29,177
2310,592,416.67,2016-06-29,265
2311,688,500,2016-06-30,248
2312,813,833.33,2016-06-30,254
2313,185,833.33,2016-07-01,210
2314,330,1041.67,2016-07-01,209
2315,520,1041.67,2016-07-01,235
2316,789,1458.33,2016-07-01,274
2317,8,700,2016-07-02,
2318,95,1041.67,2016-07-02,255
2319,100,250,2016-07-02,250
2320,104,83.33,2016-07-02,243
2321,336,458.33,2016-07-02,280
2322,448,833.33,2016-07-02,261
2323,544,375,2016-07-02,279
2324,932,833.33,2016-07-02,285
2325,959,2083.33,2016-07-02,242
2326,209,1041.67,2016-07-03,229
2327,369,1458.33,2016-07-03,251
2328,407,400,2016-07-03,
2329,763,458.33,2016-07-03,281
2330,959,450,2016-07-03,286
2331,230,375,2016-07-06,244
2332,462,250,2016-07-06,245
2333,617,458.33,2016-07-06,288
2334,709,1041.67,2016-07-06,287
2335,286,1041.67,2016-07-08,237
2336,820,83.33,2016-07-08,266
2337,981,416.67,2016-07-09,282
2338,18,1000,2016-07-10,
2339,303,600,2016-07-10,
2340,250,250,2016-07-11,275
2341,326,2083.33,2016-07-12,179
2342,42,541.67,2016-07-13,290
2343,349,375,2016-07-13,291
2344,778,208.33,2016-07-13,289
2345,811,250,2016-07-13,247
2346,831,625,2016-07-13,246
2347,42,2777.78,2016-07-15,238
2348,195,1041.67,2016-07-15,262
2349,187,375,2016-07-16,283
2350,448,583.33,2016-07-16,257
2351,457,1250,2016-07-16,252
2352,438,166.67,2016-07-18,276
2353,139,833.33,2016-07-20,268
2354,343,2083.33,2016-07-20,225
2355,841,1041.67,2016-07-20,292
2356,474,833.33,2016-07-21,231
2357,751,1041.67,2016-07-21,263
2358,41,1041.67,2016-07-22,273
2359,81,583.33,2016-07-22,270
2360,302,83.33,2016-07-22,253
2361,322,2083.33,2016-07-22,271
2362,851,2777.78,2016-07-23,217
2363,642,1041.67,2016-07-25,278
2364,808,83.33,2016-07-25,249
2365,599,500,2016-07-27,293
2366,845,2083.33,2016-07-27,284
2367,317,500,2016-07-28,294
2368,838,600,2016-07-28,
2369,503,2083.33,2016-07-29,177
2370,592,416.67,2016-07-29,265
2371,231,208.33,2016-07-30,295
2372,813,833.33,2016-07-30,254
2373,688,500,2016-07-31,248
2374,185,833.33,2016-08-01,210
2375,330,1041.67,2016-08-01,209
2376,520,1041.67,2016-08-01,235
2377,789,1458.33,2016-08-01,274
2378,95,1041.67,2016-08-02,255
2379,100,250,2016-08-02,250
2380,336,458.33,2016-08-02,280
2381,448,833.33,2016-08-02,261
2382,544,375,2016-08-02,279
2383,932,833.33,2016-08-02,285
2384,959,2083.33,2016-08-02,242
2385,209,1041.67,2016-08-03,229
2386,369,1458.33,2016-08-03,251
2387,763,458.33,2016-08-03,281
2388,959,450,2016-08-03,286
2389,730,291.67,2016-08-04,296
2390,569,1041.67,2016-08-06,297
2391,617,458.33,2016-08-06,288
2392,709,1041.67,2016-08-06,287
2393,286,1041.67,2016-08-08,237
2394,820,83.33,2016-08-08,266
2395,981,416.67,2016-08-09,282
2396,250,250,2016-08-11,275
2397,326,2083.33,2016-08-12,179
2398,42,541.67,2016-08-13,290
2399,349,375,2016-08-13,291
2400,603,166.67,2016-08-13,298
2401,778,208.33,2016-08-13,289
2402,42,2777.78,2016-08-15,238
2403,195,1041.67,2016-08-15,262
2404,187,375,2016-08-16,283
2405,448,583.33,2016-08-16,257
2406,457,1250,2016-08-16,252
2407,438,166.67,2016-08-18,276
2408,751,83.33,2016-08-18,299
2409,587,450,2016-08-19,300
2410,139,833.33,2016-08-20,268
2411,343,2083.33,2016-08-20,225
2412,841,1041.67,2016-08-20,292
2413,423,400,2016-08-21,301
2414,474,833.33,2016-08-21,231
2415,751,1041.67,2016-08-21,263
2416,41,1041.67,2016-08-22,273
2417,81,583.33,2016-08-22,270
2418,205,100,2016-08-22,
2419,302,83.33,2016-08-22,253
2420,322,2083.33,2016-08-22,271
2421,932,400,2016-08-22,302
2422,851,2777.78,2016-08-23,217
2423,215,500,2016-08-25,
2424,642,1041.67,2016-08-25,278
2425,808,83.33,2016-08-25,249
2426,599,500,2016-08-27,293
2427,845,2083.33,2016-08-27,284
2428,829,400,2016-08-28,303
2429,592,416.67,2016-08-29,265
2430,231,208.33,2016-08-30,295
2431,813,833.33,2016-08-30,254
2432,185,833.33,2016-09-01,210
